date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:02:41	2772/2772	---MC-	200	added ('OK')	application/json	date:Wed,%2010%20Aug%202022%2005:32:41%20GMT	https://evoocapital.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fevoocapital.com%2Flegal%2F	C:/Users/Arjun/Desktop/evoo/evoocapital.com/wp-json/oembed/1.0/embed05cd.json	(from https://evoocapital.com/legal/)
11:02:42	2854/2854	---MCZ	200	added ('OK')	text/xml	date:Wed,%2010%20Aug%202022%2005:32:43%20GMT	https://evoocapital.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fevoocapital.com%2Flegal%2F&format=xml	C:/Users/Arjun/Desktop/evoo/evoocapital.com/wp-json/oembed/1.0/embed0dfa	(from https://evoocapital.com/legal/)
11:02:43	723/723	---MCZ	200	added ('OK')	application/rss+xml	etag:%22d95e1a958405ca3019f8ba03a5c0f893%22	https://evoocapital.com/privacy-policy/feed/	C:/Users/Arjun/Desktop/evoo/evoocapital.com/privacy-policy/feed/index.html	(from https://evoocapital.com/privacy-policy/)
11:02:44	38383/38383	---MC-	200	added ('OK')	application/json	date:Wed,%2010%20Aug%202022%2005:32:44%20GMT	https://evoocapital.com/wp-json/wp/v2/pages/3	C:/Users/Arjun/Desktop/evoo/evoocapital.com/wp-json/wp/v2/pages/3.json	(from https://evoocapital.com/privacy-policy/)
11:02:45	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2010%20Aug%202022%2005:32:46%20GMT	https://evoocapital.com/?p=3	C:/Users/Arjun/Desktop/evoo/evoocapital.com/index2207.html	(from https://evoocapital.com/privacy-policy/)
11:02:46	2809/2809	---MC-	200	added ('OK')	application/json	date:Wed,%2010%20Aug%202022%2005:32:46%20GMT	https://evoocapital.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fevoocapital.com%2Fprivacy-policy%2F	C:/Users/Arjun/Desktop/evoo/evoocapital.com/wp-json/oembed/1.0/embed7356.json	(from https://evoocapital.com/privacy-policy/)
11:02:48	2889/2889	---MCZ	200	added ('OK')	text/xml	date:Wed,%2010%20Aug%202022%2005:32:47%20GMT	https://evoocapital.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fevoocapital.com%2Fprivacy-policy%2F&format=xml	C:/Users/Arjun/Desktop/evoo/evoocapital.com/wp-json/oembed/1.0/embedfea4	(from https://evoocapital.com/privacy-policy/)
11:02:49	838/838	---MCZ	200	added ('OK')	application/rss+xml	etag:%22d95e1a958405ca3019f8ba03a5c0f893%22	https://evoocapital.com/the-only-article-youll-need-to-talk-about-nfts/feed/	C:/Users/Arjun/Desktop/evoo/evoocapital.com/the-only-article-youll-need-to-talk-about-nfts/feed/index.html	(from https://evoocapital.com/the-only-article-youll-need-to-talk-about-nfts/)
11:02:49	7436/7436	---MC-	200	added ('OK')	application/json	date:Wed,%2010%20Aug%202022%2005:32:50%20GMT	https://evoocapital.com/wp-json/wp/v2/posts/410	C:/Users/Arjun/Desktop/evoo/evoocapital.com/wp-json/wp/v2/posts/410.json	(from https://evoocapital.com/the-only-article-youll-need-to-talk-about-nfts/)
11:02:51	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2010%20Aug%202022%2005:32:51%20GMT	https://evoocapital.com/?p=410	C:/Users/Arjun/Desktop/evoo/evoocapital.com/index0ed6.html	(from https://evoocapital.com/the-only-article-youll-need-to-talk-about-nfts/)
11:02:51	2605/2605	---MC-	200	added ('OK')	application/json	date:Wed,%2010%20Aug%202022%2005:32:51%20GMT	https://evoocapital.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fevoocapital.com%2Fthe-only-article-youll-need-to-talk-about-nfts%2F	C:/Users/Arjun/Desktop/evoo/evoocapital.com/wp-json/oembed/1.0/embed06de.json	(from https://evoocapital.com/the-only-article-youll-need-to-talk-about-nfts/)
11:02:52	2681/2681	---MCZ	200	added ('OK')	text/xml	date:Wed,%2010%20Aug%202022%2005:32:53%20GMT	https://evoocapital.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fevoocapital.com%2Fthe-only-article-youll-need-to-talk-about-nfts%2F&format=xml	C:/Users/Arjun/Desktop/evoo/evoocapital.com/wp-json/oembed/1.0/embed9647	(from https://evoocapital.com/the-only-article-youll-need-to-talk-about-nfts/)
11:02:53	23393/23393	---M--	200	added ('OK')	image/png	etag:%225b61-5d9da934d2645%22	https://evoocapital.com/wp-content/uploads/2022/03/Screenshot-2022-03-10-at-11.18.18-300x82.png	C:/Users/Arjun/Desktop/evoo/evoocapital.com/wp-content/uploads/2022/03/Screenshot-2022-03-10-at-11.18.18-300x82.png	(from https://evoocapital.com/the-only-article-youll-need-to-talk-about-nfts/)
11:02:54	28657/28657	---M--	200	added ('OK')	image/jpeg	etag:%226ff1-5d9da762dcfeb%22	https://evoocapital.com/wp-content/uploads/2022/03/5-300x200.jpg	C:/Users/Arjun/Desktop/evoo/evoocapital.com/wp-content/uploads/2022/03/5-300x200.jpg	(from https://evoocapital.com/the-only-article-youll-need-to-talk-about-nfts/)
11:02:55	43970/43970	---M--	200	added ('OK')	image/png	etag:%22abc2-5d9da92dce7e5%22	https://evoocapital.com/wp-content/uploads/2022/03/Screenshot-2022-03-10-at-11.20.44-300x79.png	C:/Users/Arjun/Desktop/evoo/evoocapital.com/wp-content/uploads/2022/03/Screenshot-2022-03-10-at-11.20.44-300x79.png	(from https://evoocapital.com/the-only-article-youll-need-to-talk-about-nfts/)
11:02:56	70700/70700	---M--	200	added ('OK')	image/png	etag:%221142c-5d9db0d42186d%22	https://evoocapital.com/wp-content/uploads/2022/03/60aff0021fd140054271a0b2_music-nft-1-300x300.png	C:/Users/Arjun/Desktop/evoo/evoocapital.com/wp-content/uploads/2022/03/60aff0021fd140054271a0b2_music-nft-1-300x300.png	(from https://evoocapital.com/the-only-article-youll-need-to-talk-about-nfts/)
11:02:57	41590/41590	---M--	200	added ('OK')	image/png	etag:%22a276-5d9dae2a3c1ac%22	https://evoocapital.com/wp-content/uploads/2022/03/60b7ea3f4caec60d2a586271_60b45eff854603ae67aef161_Tickets-300x267.png	C:/Users/Arjun/Desktop/evoo/evoocapital.com/wp-content/uploads/2022/03/60b7ea3f4caec60d2a586271_60b45eff854603ae67aef161_Tickets-300x267.png	(from https://evoocapital.com/the-only-article-youll-need-to-talk-about-nfts/)
11:02:58	50489/50489	---M--	200	added ('OK')	image/png	etag:%22c539-5d9daabfc5cf3%22	https://evoocapital.com/wp-content/uploads/2022/03/Screenshot-2022-03-10-at-11.27.48-300x109.png	C:/Users/Arjun/Desktop/evoo/evoocapital.com/wp-content/uploads/2022/03/Screenshot-2022-03-10-at-11.27.48-300x109.png	(from https://evoocapital.com/the-only-article-youll-need-to-talk-about-nfts/)
11:02:59	71902/71902	---M--	200	added ('OK')	image/png	etag:%22118de-5d9dad7a72274%22	https://evoocapital.com/wp-content/uploads/2022/03/HW_NFT-header-set-300x132.png	C:/Users/Arjun/Desktop/evoo/evoocapital.com/wp-content/uploads/2022/03/HW_NFT-header-set-300x132.png	(from https://evoocapital.com/the-only-article-youll-need-to-talk-about-nfts/)
11:03:00	857/857	---MCZ	200	added ('OK')	application/rss+xml	etag:%22d95e1a958405ca3019f8ba03a5c0f893%22	https://evoocapital.com/crypto-mining-stocks-a-blockchain-infrastructure-play/feed/	C:/Users/Arjun/Desktop/evoo/evoocapital.com/crypto-mining-stocks-a-blockchain-infrastructure-play/feed/index.html	(from https://evoocapital.com/crypto-mining-stocks-a-blockchain-infrastructure-play/)
11:03:01	7547/7547	---MC-	200	added ('OK')	application/json	date:Wed,%2010%20Aug%202022%2005:33:01%20GMT	https://evoocapital.com/wp-json/wp/v2/posts/405	C:/Users/Arjun/Desktop/evoo/evoocapital.com/wp-json/wp/v2/posts/405.json	(from https://evoocapital.com/crypto-mining-stocks-a-blockchain-infrastructure-play/)
11:03:02	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2010%20Aug%202022%2005:33:02%20GMT	https://evoocapital.com/?p=405	C:/Users/Arjun/Desktop/evoo/evoocapital.com/index4efb.html	(from https://evoocapital.com/crypto-mining-stocks-a-blockchain-infrastructure-play/)
11:03:02	2625/2625	---MC-	200	added ('OK')	application/json	date:Wed,%2010%20Aug%202022%2005:33:02%20GMT	https://evoocapital.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fevoocapital.com%2Fcrypto-mining-stocks-a-blockchain-infrastructure-play%2F	C:/Users/Arjun/Desktop/evoo/evoocapital.com/wp-json/oembed/1.0/embed2b2f.json	(from https://evoocapital.com/crypto-mining-stocks-a-blockchain-infrastructure-play/)
11:03:03	2695/2695	---MCZ	200	added ('OK')	text/xml	date:Wed,%2010%20Aug%202022%2005:33:04%20GMT	https://evoocapital.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fevoocapital.com%2Fcrypto-mining-stocks-a-blockchain-infrastructure-play%2F&format=xml	C:/Users/Arjun/Desktop/evoo/evoocapital.com/wp-json/oembed/1.0/embeda342	(from https://evoocapital.com/crypto-mining-stocks-a-blockchain-infrastructure-play/)
11:03:04	841/841	---MCZ	200	added ('OK')	application/rss+xml	etag:%22d95e1a958405ca3019f8ba03a5c0f893%22	https://evoocapital.com/10-areas-where-blockchain-will-make-a-difference/feed/	C:/Users/Arjun/Desktop/evoo/evoocapital.com/10-areas-where-blockchain-will-make-a-difference/feed/index.html	(from https://evoocapital.com/10-areas-where-blockchain-will-make-a-difference/)
11:03:05	7435/7435	---MC-	200	added ('OK')	application/json	date:Wed,%2010%20Aug%202022%2005:33:05%20GMT	https://evoocapital.com/wp-json/wp/v2/posts/397	C:/Users/Arjun/Desktop/evoo/evoocapital.com/wp-json/wp/v2/posts/397.json	(from https://evoocapital.com/10-areas-where-blockchain-will-make-a-difference/)
11:03:06	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2010%20Aug%202022%2005:33:06%20GMT	https://evoocapital.com/?p=397	C:/Users/Arjun/Desktop/evoo/evoocapital.com/indexae62.html	(from https://evoocapital.com/10-areas-where-blockchain-will-make-a-difference/)
11:03:06	2597/2597	---MC-	200	added ('OK')	application/json	date:Wed,%2010%20Aug%202022%2005:33:06%20GMT	https://evoocapital.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fevoocapital.com%2F10-areas-where-blockchain-will-make-a-difference%2F	C:/Users/Arjun/Desktop/evoo/evoocapital.com/wp-json/oembed/1.0/embed16f6.json	(from https://evoocapital.com/10-areas-where-blockchain-will-make-a-difference/)
11:03:07	2667/2667	---MCZ	200	added ('OK')	text/xml	date:Wed,%2010%20Aug%202022%2005:33:08%20GMT	https://evoocapital.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fevoocapital.com%2F10-areas-where-blockchain-will-make-a-difference%2F&format=xml	C:/Users/Arjun/Desktop/evoo/evoocapital.com/wp-json/oembed/1.0/embed2835	(from https://evoocapital.com/10-areas-where-blockchain-will-make-a-difference/)
